search_time (s),config time (ms)
0,1208178.2827940083
1,557950.9920209892
2,231011.47373849555
3,80422.55133324873
4,80422.55133324873
5,80422.55133324873
6,80422.55133324873
7,80422.55133324873
8,80422.55133324873
9,80422.55133324873
10,231011.47373849555
11,231011.47373849555
12,231011.47373849555
13,231011.47373849555
14,231011.47373849555
15,557950.9920209892
16,557950.9920209892
17,557950.9920209892
18,557950.9920209892
19,557950.9920209892
20,1208178.2827940083
21,1208178.2827940083
22,1208178.2827940083
23,1208178.2827940083
24,1208178.2827940083
