stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,211109.81,26632.00,25108.50,1523.50
stage-1,228191.15,24958.62,23368.12,1590.50
stage-2,229130.77,23774.25,22168.25,1606.00
stage-3,214269.40,19290.29,17764.29,1526.00
