stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,220780.75,21209.36,19929.36,1280.00
stage-1,220783.13,20560.56,19280.56,1280.00
stage-2,218562.80,24144.12,22864.12,1280.00
stage-3,218789.21,26508.14,25228.14,1280.00
stage-4,218361.34,15448.12,14168.12,1280.00
stage-5,218063.63,18980.12,17700.12,1280.00
stage-6,218186.04,26621.67,25341.67,1280.00
stage-7,214100.47,26972.35,25692.35,1280.00
