global_batch_size,time,forward-compute,forward-send,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,7203.08,2204.54,0.28,3582.96,27.45,6.78,0.47,1.77,1.23,3.22,33.28
