global_batch_size,time,forward-compute,forward-recv,backward-compute,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,7202.68,3000.79,16.53,4004.58,0.33,74.99,4.79,31.00,1.98,0.99,3.15,32.80
