stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,38297.57,42048.39,38848.39,3200.00
stage-1,38328.92,47298.98,42178.98,5120.00
stage-2,37769.73,39618.54,34498.54,5120.00
stage-3,37259.10,45442.23,40322.23,5120.00
stage-4,37773.41,46881.86,41761.86,5120.00
stage-5,38621.67,45825.24,40705.24,5120.00
stage-6,37874.19,42016.66,36896.66,5120.00
