stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,33743.07,47650.05,44290.05,3360.00
stage-1,34181.91,47169.49,43969.49,3200.00
stage-2,33099.84,47553.07,44385.07,3168.00
stage-3,33308.35,47888.55,44512.55,3376.00
