stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,33930.83,27617.09,25665.09,1952.00
stage-1,31988.77,27144.95,25608.95,1536.00
stage-2,33072.78,27904.86,26272.86,1632.00
stage-3,32680.88,24616.56,23176.56,1440.00
stage-4,33812.43,25888.54,24352.54,1536.00
stage-5,31596.98,27408.43,25776.43,1632.00
stage-6,31490.01,24736.26,23200.26,1536.00
stage-7,33261.97,20640.15,18800.15,1840.00
