stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,57615.36,27392.25,24800.25,2592.00
stage-1,36363.89,27728.02,24912.02,2816.00
stage-2,61782.55,27680.56,25120.56,2560.00
stage-3,61668.03,27976.44,25328.44,2648.00
