stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,33136.73,27521.85,24961.85,2560.00
stage-1,34942.76,27248.02,24592.02,2656.00
stage-2,36040.74,27729.24,25169.24,2560.00
stage-3,36039.56,27521.12,24961.12,2560.00
stage-4,35627.71,27088.93,24528.93,2560.00
stage-5,37481.63,27872.56,25312.56,2560.00
stage-6,37376.85,27984.34,25424.34,2560.00
