stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,31682.14,27473.22,25649.22,1824.00
stage-1,30491.52,27457.27,26049.27,1408.00
stage-2,32005.63,26976.90,25440.90,1536.00
stage-3,34037.38,27792.67,26256.67,1536.00
stage-4,34368.63,25960.76,24424.76,1536.00
stage-5,33388.97,25216.50,22656.50,2560.00
stage-6,32957.04,24320.46,21760.46,2560.00
stage-7,33012.17,25712.30,24080.30,1632.00
stage-8,33325.30,20640.15,18800.15,1840.00
