stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,37478.22,27713.03,25153.03,2560.00
stage-1,38392.52,27841.24,25281.24,2560.00
stage-2,37532.66,26480.10,23760.10,2720.00
stage-3,37808.74,27704.02,24888.02,2816.00
stage-4,40013.55,27776.68,25216.68,2560.00
stage-5,40070.87,27984.36,25424.36,2560.00
