global_batch_size,time,forward-compute,forward-recv,backward-compute,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,28727.87,8717.42,172.19,19265.83,0.41,80.42,7.13,434.08,3.72,1.75,5.68,39.33
