global_batch_size,time,forward-compute,forward-recv,backward-compute,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,28725.30,8699.35,170.68,19276.14,0.38,84.91,7.09,433.60,3.80,1.63,5.63,40.88
