search_time (s),config time (ms)
0,171451.1136209918
1,86789.16615449567
2,50143.56637324793
3,50143.56637324793
4,50143.56637324793
5,50143.56637324793
6,50143.56637324793
7,50143.56637324793
8,50143.56637324793
9,56342.000068487934
10,56342.000068487934
11,56342.000068487934
12,56342.000068487934
13,56342.000068487934
14,86789.16615449567
15,86789.16615449567
16,86789.16615449567
17,86789.16615449567
18,86789.16615449567
19,171451.1136209918
20,171451.1136209918
21,171451.1136209918
22,171451.1136209918
23,171451.1136209918
