global_batch_size,time,forward-compute,forward-send,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,210708.86,56852.44,7.14,146868.55,1379.44,51.65,0.55,26.83,13.51,40.61,41.52
