global_batch_size,time,forward-compute,forward-recv,backward-compute,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,210717.06,58336.16,1334.49,147281.91,0.38,77.27,52.82,3445.54,31.79,11.48,43.49,40.45
