stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,2863.96,24344.81,21784.81,2560.00
stage-1,3414.27,21411.00,18851.00,2560.00
stage-2,3448.93,20530.50,17970.50,2560.00
stage-3,3432.30,21779.00,19219.00,2560.00
stage-4,3337.20,20237.88,17677.88,2560.00
stage-5,3365.39,14225.25,11665.25,2560.00
stage-6,3433.86,4460.35,3180.35,1280.00
