search_time (s),config time (ms)
0,37682.53521594713
1,37574.544921062785
2,37467.24925706278
3,21899.898742391215
4,16280.427230985291
5,13670.997118957137
6,12840.162080314165
7,12838.414911817552
9,12358.334079488859
10,12352.231335128628
11,12131.194670470919
12,11866.434337871413
25,11807.541721801854
31,11768.071661006557
52,11741.062012638322
210,11741.062012638322
211,11771.168544915745
212,11806.992374092853
213,11806.992374092853
214,11810.287101711368
215,11813.151875166823
216,11865.233387871413
217,11865.679638765505
218,11866.541818279038
219,11871.256168432212
220,11875.067776265123
221,11894.37238790235
222,11899.275385402516
223,11906.72222580787
224,11908.069466230416
225,11911.546831278583
226,11948.509072671794
227,11953.678990197925
228,11955.697474872104
229,11969.261055187184
230,11985.570511961072
231,11987.692628625535
232,12006.5529871433
233,12051.137096335478
234,12054.72618486199
235,12055.048829244985
