search_time (s),config time (ms)
0,59241.664427122734
1,19809.847895974173
2,15205.878877727224
3,12347.964700640112
7,12150.648853961091
8,12148.731223576584
9,11766.466936747753
10,11746.416971418303
69,11732.431930933328
70,11730.81575605374
148,11721.442853860923
182,11696.20240413262
183,11696.074220011782
184,11694.105007696306
209,11694.105007696306
210,11743.077333265253
211,11748.328718566907
212,11756.608565953638
213,11763.6741675617
214,11766.784609929953
215,11804.344738983104
216,11836.515210657475
217,11875.589561094803
218,11886.294603719945
219,11892.214195712319
220,11892.214195712319
221,11895.553861217664
222,11895.553861217664
223,11919.580680953637
224,11919.628644066806
225,11935.1493276423
226,11945.806407154276
227,11945.982554388282
228,11973.061849576585
229,12019.67006281164
230,12036.251106634038
231,12089.649488256451
232,12096.097399608867
233,12142.444577548458
234,12256.361185603459
235,12257.61867748262
236,12258.720503493312
237,12286.424204517129
238,12349.399262440864
239,12376.575320921043
240,12406.034662617842
241,12476.214210693206
242,12476.519606484935
243,12476.519606484935
244,12494.122217434266
245,12502.67679782966
246,12508.199559747443
247,12563.364087961094
248,12566.098613823375
249,12566.28671644038
250,12566.28671644038
251,12608.358584993493
