search_time (s),config time (ms)
0,304380.94058598235
1,140798.1646289916
2,56298.16660249575
3,17549.140005247897
4,17549.140005247897
5,17549.140005247897
6,17549.140005247897
7,17549.140005247897
8,17549.140005247897
9,17549.140005247897
10,56298.16660249575
11,56298.16660249575
12,56298.16660249575
13,56298.16660249575
14,56298.16660249575
15,140798.1646289916
16,140798.1646289916
17,140798.1646289916
18,140798.1646289916
19,140798.1646289916
20,304380.94058598235
21,304380.94058598235
22,304380.94058598235
23,304380.94058598235
24,304380.94058598235
