stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,17071.61,21497.09,20217.09,1280.00
stage-1,17560.11,23141.78,21861.78,1280.00
stage-2,18161.31,25182.89,23902.89,1280.00
stage-3,18207.71,27995.82,26715.82,1280.00
stage-4,17869.56,23616.51,22336.51,1280.00
stage-5,18082.57,21060.38,19780.38,1280.00
stage-6,18100.86,15326.30,14046.30,1280.00
stage-7,17601.74,10391.14,9111.14,1280.00
