stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,17802.50,27503.06,26093.06,1410.00
stage-1,18059.81,24468.77,23188.77,1280.00
stage-2,18037.06,27788.55,26508.55,1280.00
stage-3,17642.20,20289.28,18889.28,1400.00
