global_batch_size,time,forward-compute,forward-send,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,54771.60,14321.78,5.05,36800.47,392.56,14.56,0.53,6.88,3.78,11.05,47.48
