global_batch_size,time,forward-compute,forward-recv,forward-send,backward-compute,backward-recv,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,54771.05,14265.82,113.60,2.53,36705.38,262.33,1.13,76.69,14.25,0.03,6.86,292.48,299.63,39.98
