stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,61048.10,57672.68,54402.68,3270.00
stage-1,38128.06,56590.11,50590.11,6000.00
stage-2,39662.69,57570.03,51420.03,6150.00
stage-3,60288.71,44655.67,41480.67,3175.00
