stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,34313.85,57080.31,51160.31,5920.00
stage-1,36145.08,57721.86,54521.86,3200.00
stage-2,31934.90,57481.55,54281.55,3200.00
stage-3,31733.51,57281.24,54081.24,3200.00
stage-4,43962.18,52040.93,48840.93,3200.00
stage-5,42645.09,57040.62,53840.62,3200.00
stage-6,34520.30,53390.42,49440.42,3950.00
