stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,43867.32,46492.91,44122.91,2370.00
stage-1,44134.48,47642.17,45542.17,2100.00
stage-2,43187.52,47831.19,44081.19,3750.00
stage-3,40229.09,47711.21,44061.21,3650.00
stage-4,44757.37,47710.81,43560.81,4150.00
stage-5,44585.53,47990.49,43440.49,4550.00
