stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,49920.81,42991.41,40321.41,2670.00
stage-1,49878.03,47750.50,43400.50,4350.00
stage-2,50583.22,44535.82,41910.82,2625.00
stage-3,50603.62,37400.60,34800.60,2600.00
stage-4,47926.86,47970.30,43070.30,4900.00
