stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,32689.68,46961.37,43641.37,3320.00
stage-1,32366.34,47402.17,44202.17,3200.00
stage-2,32446.38,47481.67,44281.67,3200.00
stage-3,31459.22,47881.55,44681.55,3200.00
stage-4,31651.19,47681.36,44481.36,3200.00
stage-5,31073.25,47640.93,44440.93,3200.00
stage-6,31284.31,45040.62,41840.62,3200.00
stage-7,33142.03,47880.39,44180.39,3700.00
