stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,60721.30,46711.38,43441.38,3270.00
stage-1,60845.75,46561.01,43561.01,3000.00
stage-2,62923.53,43415.64,40340.64,3075.00
stage-3,61278.13,36595.34,33420.34,3175.00
