stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,33218.41,47721.01,44401.01,3320.00
stage-1,33821.21,47322.48,44122.48,3200.00
stage-2,33994.01,47901.95,44701.95,3200.00
stage-3,34333.66,47801.86,44601.86,3200.00
stage-4,35013.52,47581.76,44381.76,3200.00
stage-5,33855.84,47841.40,44641.40,3200.00
stage-6,33430.92,47041.05,43841.05,3200.00
stage-7,34000.26,41280.82,34880.82,6400.00
stage-8,32795.90,35640.45,29240.45,6400.00
