stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,35108.62,57750.15,51680.15,6070.00
stage-1,36347.21,55390.03,49540.03,5850.00
stage-2,32953.88,57850.86,52300.86,5550.00
stage-3,31628.67,56490.74,53040.74,3450.00
stage-4,35077.09,54860.42,50760.42,4100.00
