stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,212107.84,36289.75,33729.75,2560.00
stage-1,212084.35,32833.15,30273.15,2560.00
stage-2,211775.24,40337.00,37777.00,2560.00
stage-3,211326.19,46512.75,43952.75,2560.00
stage-4,211326.19,39296.62,36736.62,2560.00
stage-5,211326.19,32080.50,29520.50,2560.00
stage-6,208981.57,45344.38,42784.38,2560.00
stage-7,203835.49,46968.33,44408.33,2560.00
