stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,219297.33,36024.27,34476.77,1547.50
stage-1,210723.77,29392.25,26832.25,2560.00
stage-2,210754.17,26276.25,23716.25,2560.00
stage-3,209981.85,39296.63,36736.63,2560.00
stage-4,210081.69,32240.12,29680.12,2560.00
stage-5,210142.09,45836.12,43276.12,2560.00
stage-6,210112.41,46981.45,44421.45,2560.00
