global_batch_size,time,forward-compute,forward-recv,backward-compute,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,108608.37,30779.25,1526.66,72280.84,0.44,82.83,12.79,3856.05,7.21,2.98,10.37,53.22
