global_batch_size,time,forward-compute,forward-send,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,4303.59,1148.00,0.30,1849.11,18.63,3.26,0.45,0.92,0.75,1.91,30.81
