global_batch_size,time,forward-compute,forward-send,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,4304.30,1141.95,0.26,1830.84,18.86,3.44,0.46,0.93,0.85,1.94,30.83
