search_time (s),config time (ms)
0,183303.19828945966
1,99501.34153568863
2,98386.61052568245
3,83713.8408582128
49,83713.8408582128
66,83636.19468663914
70,82186.43772221112
86,82186.43772221112
96,84087.84129909796
112,86115.84814224385
113,86547.5438315307
129,86288.44263846731
158,84683.92823260272
167,84128.46104289964
183,84125.94768719487
184,84402.79457872392
185,86804.78113830119
195,86677.85344635733
201,86677.85344635733
202,86937.24135306649
203,86937.24135306649
211,86938.95220106178
212,87270.74894151435
213,87270.74894151435
214,87270.74894151435
215,87324.72424000876
216,87324.72424000876
217,87464.93054575156
218,87464.93054575156
219,88091.16760310438
220,88127.73854104859
221,88546.57627073125
222,89045.03434192226
223,89116.32657254871
224,89206.79401738741
225,89207.1412063781
226,89340.05898313543
227,89340.05898313543
228,90136.4129505904
229,90762.93489068821
230,90762.93489068821
231,91640.42601675399
232,91685.65971403143
233,93834.47036957531
234,93834.47036957531
235,94770.79984190963
236,94770.79984190963
237,94809.4864797249
238,95310.73202035947
239,95698.42202559473
240,96185.27650024011
241,96355.50194574028
242,96649.38348731516
243,96649.38348731516
244,96649.3837702256
245,97046.23951675156
246,97267.79139627346
247,97267.79139627346
248,97931.52955451437
