search_time (s),config time (ms)
0,265785.74807129113
1,136092.00491129098
2,133555.3643741611
3,133555.3643741611
4,135162.56571783297
5,136366.5440547349
6,133555.3643741611
7,133555.3643741611
8,133555.3643741611
9,133555.3643741611
10,133555.3643741611
11,134988.357294617
12,134988.357294617
13,134988.357294617
14,134988.357294617
15,134988.357294617
16,135162.56571783297
17,135162.56571783297
18,135162.56571783297
19,135162.56571783297
20,135162.56571783297
21,136092.00491129098
22,136092.00491129098
23,136092.00491129098
24,136092.00491129098
25,136092.00491129098
26,136366.5440547349
27,136366.5440547349
28,136366.5440547349
29,136366.5440547349
30,136366.5440547349
31,137427.09682145514
32,137427.09682145514
33,137427.09682145514
34,137427.09682145514
35,137427.09682145514
36,137592.21951109698
37,137592.21951109698
38,137592.21951109698
39,137592.21951109698
40,137592.21951109698
41,139546.68311309692
42,139546.68311309692
43,139546.68311309692
44,139546.68311309692
45,139546.68311309692
46,144733.01950795084
47,144733.01950795084
48,144733.01950795084
49,144733.01950795084
50,144733.01950795084
51,146745.7105919509
52,146745.7105919509
53,146745.7105919509
54,146745.7105919509
55,146745.7105919509
56,147642.89844545515
57,147642.89844545515
58,147642.89844545515
59,147642.89844545515
60,147642.89844545515
61,148231.4271077716
62,148231.4271077716
63,148231.4271077716
64,148231.4271077716
65,148231.4271077716
66,149010.85628208946
67,149010.85628208946
68,149010.85628208946
69,149010.85628208946
70,149010.85628208946
71,149590.33886345517
72,149590.33886345517
73,149590.33886345517
74,149590.33886345517
75,149590.33886345517
76,160234.78641136593
77,160234.78641136593
78,160234.78641136593
79,160234.78641136593
80,160234.78641136593
81,160812.0516949888
82,160812.0516949888
83,160812.0516949888
84,160812.0516949888
85,160812.0516949888
86,162120.6202673659
87,162120.6202673659
88,162120.6202673659
89,162120.6202673659
90,162120.6202673659
91,162328.56503108944
92,162328.56503108944
93,162328.56503108944
94,162328.56503108944
95,162328.56503108944
96,265785.74807129113
97,265785.74807129113
98,265785.74807129113
99,265785.74807129113
100,265785.74807129113
