stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,104283.15,20290.75,17730.75,2560.00
stage-1,104024.96,32345.00,29785.00,2560.00
stage-2,104261.91,28848.12,26288.12,2560.00
stage-3,104506.22,46140.88,43580.88,2560.00
stage-4,103622.92,46624.25,44064.25,2560.00
stage-5,102111.00,46919.62,44359.62,2560.00
stage-6,101445.92,46977.00,44417.00,2560.00
stage-7,100787.05,46996.70,44436.70,2560.00
