search_time (s),config time (ms)
0,685804.4544839672
1,347156.6646179827
2,200574.26549299172
3,200574.26549299172
4,200574.26549299172
5,200574.26549299172
6,200574.26549299172
7,200574.26549299172
8,200574.26549299172
9,225368.00027395174
10,225368.00027395174
11,225368.00027395174
12,225368.00027395174
13,225368.00027395174
14,347156.6646179827
15,347156.6646179827
16,347156.6646179827
17,347156.6646179827
18,347156.6646179827
19,685804.4544839672
20,685804.4544839672
21,685804.4544839672
22,685804.4544839672
23,685804.4544839672
