search_time (s),config time (ms)
0,85730.54454439603
1,73232.45513463215
2,71887.05714562362
5,71887.05714562362
6,71886.89734997306
7,71886.89734997306
18,71887.05766853363
19,72338.60182498542
22,71887.05792998862
26,72212.18165656916
27,73232.79163676298
29,72428.3371827314
31,72427.2498687314
35,72212.3418867202
39,72212.94179719307
41,72618.44863259554
44,72337.20699412092
47,72212.68078047004
49,73270.20901904495
50,74323.44998994414
55,72212.94205864807
57,72427.41036033744
58,74324.21048043258
60,73067.50807461595
63,72212.78182849703
65,72427.2502185959
66,72427.2501301864
71,72111.50499789296
73,72212.34179831069
75,72427.41018729196
77,72212.3418867202
78,76509.25884859523
79,74323.61048155019
80,76509.87285629583
81,79577.38438645871
84,72326.06168285501
85,80618.2184130733
87,72212.94240851258
89,73067.17102543917
90,75009.08442840104
92,72211.12589249996
93,72618.44854418602
94,75774.64878073965
100,72212.34197512972
102,72416.12079664509
104,74151.03428000698
105,75008.92447177296
106,75296.93925917153
107,72325.46151092714
109,72427.41044874696
110,72650.15429201694
111,72650.15429201694
113,73270.36933760552
114,81759.59264696098
115,73270.63131551257
116,74809.65312213208
118,73067.17067180111
120,73659.2922134074
121,73659.2922134074
123,83949.83594173443
125,83955.41346439152
127,83959.88515572416
129,73270.03088212971
131,73270.03088212971
133,73270.03088212971
135,73270.63114246709
138,72211.12598090948
139,72211.12598090948
142,73270.36933760552
143,81796.72655906851
144,71886.89734997306
145,71886.89734997306
146,71886.89734997306
147,71886.89734997306
148,71886.89734997306
149,71887.05714562362
150,71887.05714562362
151,71887.05714562362
152,71887.05714562362
153,71887.05714562362
154,71887.05766853363
155,71887.05766853363
156,71887.05766853363
157,71887.05766853363
158,71887.05766853363
159,71887.05792998862
160,71887.05792998862
161,71887.05792998862
162,71887.05792998862
163,71887.05792998862
164,72111.50499789296
165,72111.50499789296
166,72111.50499789296
167,72111.50499789296
168,72111.50499789296
169,72112.17931312308
170,72112.17931312308
171,72112.17931312308
172,72112.17931312308
173,72112.17931312308
174,72210.94775558471
