search_time (s),config time (ms)
0,350437.40967817
1,184070.64442324566
2,84339.64769648419
3,84339.64769648419
4,84297.48515096548
5,84297.48515096548
6,84297.48515096548
7,84297.48515096548
8,84297.48515096548
9,84297.48515096548
10,84297.48515096548
11,84339.64769648419
12,84339.64769648419
13,84339.64769648419
14,84339.64769648419
15,84339.64769648419
16,84416.83745164382
17,84416.83745164382
18,84416.83745164382
19,84416.83745164382
20,84416.83745164382
21,86260.64658438781
22,86260.64658438781
23,86260.64658438781
24,86260.64658438781
25,86260.64658438781
26,87597.78967519854
27,87597.78967519854
28,87597.78967519854
29,87597.78967519854
30,87597.78967519854
31,88987.33364754856
32,88987.33364754856
33,88987.33364754856
34,88987.33364754856
35,88987.33364754856
36,89538.27146855826
37,89538.27146855826
38,89538.27146855826
39,89538.27146855826
40,89538.27146855826
41,90240.04534929388
42,90240.04534929388
43,90240.04534929388
44,90240.04534929388
45,90240.04534929388
46,90269.72506988412
47,90269.72506988412
48,90269.72506988412
49,90269.72506988412
50,90269.72506988412
51,90385.52375491631
52,90385.52375491631
53,90385.52375491631
54,90385.52375491631
55,90385.52375491631
56,93026.12593119858
57,93026.12593119858
58,93026.12593119858
59,93026.12593119858
60,93026.12593119858
64,89093.87303764383
65,88327.40602364384
66,88327.40602364384
67,88327.40602364384
68,88327.40602364384
69,88327.40602364384
70,88327.40602364384
71,88744.69808217594
72,88744.69808217594
73,88744.69808217594
74,88744.69808217594
75,88744.69808217594
76,89093.87303764383
77,89093.87303764383
78,89093.87303764383
79,89093.87303764383
80,89093.87303764383
81,88865.6887199655
82,88865.6887199655
83,88865.6887199655
84,88865.6887199655
85,88865.6887199655
86,88865.6887199655
87,88962.66809779832
88,88962.66809779832
89,88962.66809779832
90,88962.66809779832
91,88962.66809779832
92,89109.69101217591
93,89109.69101217591
94,89109.69101217591
95,89109.69101217591
96,100063.54273548689
97,100063.54273548689
98,100063.54273548689
99,100063.54273548689
100,100063.54273548689
101,150588.09531137225
102,150588.09531137225
103,150588.09531137225
