stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11678.18,26824.18,25544.18,1280.00
stage-1,11364.94,25207.38,23927.38,1280.00
stage-2,11105.57,21341.58,20061.58,1280.00
stage-3,11681.29,19269.27,17989.27,1280.00
stage-4,11946.68,21091.97,19811.97,1280.00
stage-5,11462.73,25451.35,24171.35,1280.00
stage-6,11199.88,19518.36,18238.36,1280.00
stage-7,11602.50,8588.78,7308.78,1280.00
