stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11741.06,25276.37,22716.37,2560.00
stage-1,11739.08,25474.65,22914.65,2560.00
stage-2,11204.83,26964.00,24404.00,2560.00
stage-3,11735.39,25462.00,22902.00,2560.00
stage-4,11696.28,22400.34,21120.34,1280.00
stage-5,11430.14,17877.90,16597.90,1280.00
