stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11254.07,26682.31,24122.31,2560.00
stage-1,10968.51,26599.50,24039.50,2560.00
stage-2,11523.29,22714.33,21434.33,1280.00
stage-3,11577.14,22372.22,21092.22,1280.00
stage-4,11775.17,18765.96,17485.96,1280.00
