stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11458.53,26936.06,25656.06,1280.00
stage-1,11397.62,22614.15,21334.15,1280.00
stage-2,11496.08,22372.22,21092.22,1280.00
stage-3,11694.11,18765.96,17485.96,1280.00
