stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,23856.25,26655.50,25375.50,1280.00
stage-1,24209.44,26935.90,25655.90,1280.00
stage-2,24186.90,26948.31,25668.31,1280.00
stage-3,24234.96,22472.07,21192.07,1280.00
