stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,24691.20,26895.56,24335.56,2560.00
stage-1,24527.28,26762.50,24202.50,2560.00
stage-2,24499.94,26932.62,24372.62,2560.00
stage-3,24505.98,25564.50,23004.50,2560.00
stage-4,24678.07,25980.00,23420.00,2560.00
stage-5,23987.78,26796.50,24236.50,2560.00
stage-6,24148.98,23328.07,22048.07,1280.00
