stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,2095.34,15878.18,13318.18,2560.00
stage-1,2138.54,18165.50,15605.50,2560.00
stage-2,2130.97,13925.13,11365.13,2560.00
stage-3,2048.15,8257.00,5697.00,2560.00
stage-4,2140.26,2908.18,2268.18,640.00
