stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,1374.71,16970.18,14410.18,2560.00
stage-1,2280.65,25731.00,23171.00,2560.00
stage-2,1399.32,13265.27,10705.27,2560.00
stage-3,1416.70,10973.50,8413.50,2560.00
stage-4,2069.97,13868.75,11308.75,2560.00
stage-5,1516.16,7041.00,4481.00,2560.00
stage-6,2597.60,2058.10,2008.10,50.00
