global_batch_size,time,forward-compute,forward-recv,forward-send,forward-send-backward-recv,backward-compute,backward-recv,backward-send,backward-send-forward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer,batch-generator,allocated,max_allocated,reserved,max_reserved
1024,2313.34,828.78,5.73,0.74,169.06,1189.50,7.32,0.68,73.19,1.32,0.06,12.65,43.46,233.95,5317.28,5552.00,5552.00
