stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,68935.99,43157.32,41697.32,1460.00
stage-1,68137.71,45109.09,43829.09,1280.00
stage-2,68726.44,37964.77,36684.77,1280.00
stage-3,69710.75,25656.56,23096.56,2560.00
stage-4,69710.13,15762.29,13202.29,2560.00
