stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,80333.66,47300.50,37060.50,10240.00
stage-1,82381.37,46657.88,36417.88,10240.00
stage-2,80886.93,47142.12,36902.12,10240.00
stage-3,77971.95,47701.10,37461.10,10240.00
stage-4,78635.12,47540.08,37300.08,10240.00
stage-5,80807.64,47583.38,37343.38,10240.00
stage-6,80347.42,47490.00,37250.00,10240.00
stage-7,80506.01,47717.20,37477.20,10240.00
