stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,72873.88,47586.62,44889.12,2697.50
stage-1,73687.50,47425.98,42305.98,5120.00
stage-2,72331.31,47941.09,42821.09,5120.00
