stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,6262.04,25256.93,24616.93,640.00
stage-1,6234.91,21734.60,20454.60,1280.00
stage-2,6233.49,9496.91,8216.91,1280.00
