stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,5529.72,22816.34,21536.34,1280.00
stage-1,5726.49,25499.35,24219.35,1280.00
stage-2,5924.53,21170.23,19890.23,1280.00
stage-3,5824.89,8620.85,7340.85,1280.00
