stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,5630.28,21097.93,18537.93,2560.00
stage-1,5993.13,21091.97,19811.97,1280.00
stage-2,5255.44,25075.75,22515.75,2560.00
stage-3,5966.43,21170.23,19890.23,1280.00
stage-4,5866.79,8620.85,7340.85,1280.00
