search_time (s),config time (ms)
0,20169.344434277587
1,8777.812614432576
2,3535.146022510075
3,2904.355809525571
4,2374.375760854884
5,2374.375760854884
6,2430.221089854884
7,2330.925024292695
8,2330.925024292695
9,8148.877690704068
10,2330.925024292695
11,2330.925024292695
12,2330.925024292695
13,2330.925024292695
14,2330.925024292695
15,2374.375760854884
16,2374.375760854884
17,2374.375760854884
18,2374.375760854884
19,2374.375760854884
20,2430.221089854884
21,2430.221089854884
22,2430.221089854884
23,2430.221089854884
24,2430.221089854884
25,2478.8114631860994
26,2478.8114631860994
27,2478.8114631860994
28,2478.8114631860994
29,2478.8114631860994
30,2508.4109443867355
31,2508.4109443867355
32,2508.4109443867355
33,2508.4109443867355
34,2508.4109443867355
35,2522.101176525571
36,2522.101176525571
37,2522.101176525571
38,2522.101176525571
39,2522.101176525571
40,2601.1487705255713
41,2601.1487705255713
42,2601.1487705255713
43,2601.1487705255713
44,2601.1487705255713
45,2632.466195386736
46,2632.466195386736
47,2632.466195386736
48,2632.466195386736
49,2632.466195386736
50,2756.630393854884
51,2756.630393854884
52,2756.630393854884
53,2756.630393854884
54,2756.630393854884
55,2904.355809525571
56,2904.355809525571
57,2904.355809525571
58,2904.355809525571
59,2904.355809525571
60,2942.370163100059
61,2942.370163100059
62,2942.370163100059
63,2942.370163100059
64,2942.370163100059
65,2998.7458033999105
66,2998.7458033999105
67,2998.7458033999105
68,2998.7458033999105
69,2998.7458033999105
70,3013.170712510076
71,3013.170712510076
72,3013.170712510076
73,3013.170712510076
74,3013.170712510076
75,3113.4932417107643
76,3113.4932417107643
77,3113.4932417107643
78,3113.4932417107643
79,3113.4932417107643
80,3152.7949425100755
81,3152.7949425100755
82,3152.7949425100755
83,3152.7949425100755
84,3152.7949425100755
85,3171.4190417107643
86,3171.4190417107643
87,3171.4190417107643
88,3171.4190417107643
89,3171.4190417107643
90,3172.635987604759
91,3172.635987604759
92,3172.635987604759
93,3172.635987604759
94,3172.635987604759
95,3226.6270633999106
96,3226.6270633999106
97,3226.6270633999106
98,3226.6270633999106
99,3226.6270633999106
100,2535.6759061305247
