search_time (s),config time (ms)
0,7996.223709578128
1,5471.985652960755
2,5223.995263631121
3,5086.895320565141
4,5032.8520605417525
5,5032.8520605417525
6,6220.802486818583
7,5032.8520605417525
8,5032.8520605417525
9,5032.8520605417525
10,5032.8520605417525
11,5032.8520605417525
12,5086.895320565141
13,5086.895320565141
14,5086.895320565141
15,5086.895320565141
16,5086.895320565141
17,5223.995263631121
18,5223.995263631121
19,5223.995263631121
20,5223.995263631121
21,5223.995263631121
22,5471.985652960755
23,5471.985652960755
24,5471.985652960755
25,5471.985652960755
26,5471.985652960755
27,5036.849275345587
28,5033.1228602862075
29,5033.1228602862075
30,5033.1228602862075
31,5033.1228602862075
32,5033.1228602862075
33,5036.849275345587
34,5036.849275345587
35,5036.849275345587
36,5036.849275345587
37,5036.849275345587
38,5037.248294574686
39,5037.248294574686
40,5037.248294574686
41,5037.248294574686
42,5087.023449981386
43,5087.023449981386
44,5087.023449981386
45,5087.023449981386
46,5088.893089900426
47,5088.893089900426
48,5088.893089900426
49,5088.893089900426
50,5088.893089900426
51,5089.069237134434
52,5089.069237134434
53,5089.069237134434
54,5089.069237134434
55,5088.043466541753
56,5088.043466541753
57,5088.043466541753
58,5088.043466541753
59,5116.044599818582
60,5116.044599818582
61,5116.044599818582
62,5189.088610565142
63,5189.088610565142
64,5189.088610565142
65,5203.803262666905
66,5203.803262666905
67,5203.803262666905
68,5203.803262666905
69,5223.433140377526
70,5223.433140377526
71,5223.433140377526
72,5223.433140377526
73,5224.043129325877
74,5224.043129325877
75,5224.043129325877
76,5224.043129325877
77,5224.9900019470215
78,5224.9900019470215
79,5224.9900019470215
80,5224.9900019470215
81,5224.9900019470215
82,5225.031599104549
83,5225.031599104549
84,5225.031599104549
85,5225.031599104549
86,5323.412085979846
87,5323.412085979846
88,5323.412085979846
89,5323.412085979846
90,5428.77953563112
91,5428.77953563112
92,5428.77953563112
93,5471.979088985312
94,5471.979088985312
95,5471.979088985312
96,5471.979088985312
97,5472.380286306276
98,5472.380286306276
99,5472.380286306276
100,5472.380286306276
