search_time (s),config time (ms)
0,9206.91287694596
1,6601.274499172686
2,5867.02825835327
3,4576.0795374597255
4,3309.223456960153
5,2954.010622024552
6,2630.0918525326742
7,2576.122822058581
8,2247.304027884789
9,2243.2551609315924
10,2186.642303326924
11,2149.872062411971
21,2140.2635024826795
31,2140.2635024826795
41,2233.9546390681753
53,2185.566391326924
64,2181.6282009769557
76,2230.860488464804
89,2219.2167817637696
103,2218.7731342197767
111,2218.901336022518
118,2186.42483417889
127,2186.42483417889
130,2219.4875991901276
131,2219.4875991901276
132,2219.4875991901276
133,2219.4875991901276
142,2219.9772303406157
153,2234.2175818943565
169,2181.7563850977945
179,2182.507271602962
192,2182.507271602962
201,2185.881837068175
212,2220.702484792461
222,2185.5664090088267
223,2185.5664090088267
224,2234.715105326924
225,2234.715105326924
226,2234.715105326924
227,2234.7151230088266
228,2235.1951044328316
229,2246.8997879737567
230,2246.8997879737567
231,2246.8997879737567
232,2246.8997879737567
233,2247.3040102028863
234,2247.3040102028863
235,2247.3040102028863
236,2247.3040102028863
237,2247.9893475645827
238,2248.525537237021
239,2248.525537237021
240,2248.525537237021
241,2248.550821308239
242,2250.2313407742813
243,2250.2313407742813
244,2252.0519432169885
245,2252.0519432169885
246,2252.0519432169885
247,2252.0519432169885
248,2257.563014805218
249,2258.283337427425
250,2258.397771614328
251,2258.397771614328
252,2258.397771614328
253,2258.397771614328
254,2258.4115658924816
255,2258.767110926057
256,2259.3728744833074
257,2259.532077287753
258,2259.7284195168827
259,2260.388256079109
260,2260.7924783082385
261,2280.907459583062
262,2281.65834608823
263,2285.032911553443
264,2285.151876498009
265,2285.3037466617034
266,2285.521215809738
267,2286.0012672066446
268,2286.1686747761623
269,2286.1686747761623
270,2286.204367285332
271,2289.718190281204
272,2289.718190281204
273,2289.718190281204
274,2289.718190281204
275,2289.718190281204
276,2293.9290334910406
277,2293.9290334910406
278,2293.9290334910406
279,2293.9290334910406
280,2293.977710686595
281,2294.1369134910406
282,2294.1369134910406
283,2294.1369134910406
284,2294.1369134910406
285,2294.33325572017
286,2294.33325572017
287,2294.33325572017
288,2294.33325572017
