search_time (s),config time (ms)
0,12381.757216933838
1,10235.644611679949
2,5256.919667629882
3,4908.688867957251
4,4210.223535123823
5,3806.496114758272
6,3306.290721143361
9,3285.4517449092664
18,3248.2792970096716
47,3248.2792970096716
81,3248.2792970096716
90,3211.112879970156
116,3211.112879970156
158,3248.1691449024834
196,3235.6430782056827
210,3235.6430782056827
211,3249.199046364104
212,3251.5187307371507
213,3251.655540254251
214,3251.706318525797
215,3252.6314388805686
216,3256.1415028498113
217,3256.624581464361
218,3256.624581464361
219,3256.6299599956833
220,3260.799635407377
221,3264.681120338636
222,3274.743805215808
223,3277.204943972297
224,3284.662993307833
225,3284.7381596933974
226,3285.1947646085823
227,3285.451717556969
228,3285.451717556969
229,3285.451717556969
230,3285.451717556969
231,3285.451717556969
232,3292.7941343515645
233,3301.8338056965977
234,3302.239916669145
235,3308.875288274951
236,3308.9232787404167
237,3308.9621593754846
238,3311.447264626926
239,3312.4512819409288
240,3320.9134954331353
241,3327.296438251994
242,3327.3231226349903
243,3330.988480379143
244,3332.1710214727404
245,3332.6177452390552
246,3338.1154105956575
247,3338.4674858303583
248,3338.4674858303583
