search_time (s),config time (ms)
0,10374.429169834646
1,6614.30928419197
2,5895.827845620196
3,4816.980835263
4,3719.704136121279
5,3713.1009785687197
7,3661.599323068835
8,3580.26100983
9,3554.7422609491387
11,3548.403677264269
24,3485.5309191948168
25,3484.7365917035595
38,3484.7365917035595
39,3449.1108544976737
49,3449.1108544976737
57,3473.1938619803896
75,3473.7967117133585
85,3482.499230478805
86,3482.499230478805
94,3483.8086820453864
105,3473.4662543772965
116,3483.808664363484
137,3466.195725359354
151,3449.1108721795763
168,3449.7137042306426
176,3448.9298975625725
196,3448.9298975625725
202,3483.8518904975876
216,3493.2094747101983
217,3494.8569405898065
218,3494.8569405898065
219,3496.926146861301
220,3497.026058828713
221,3511.7923685563715
222,3520.347952179576
223,3520.347952179576
224,3520.8364231718638
225,3521.4435825843734
226,3534.933086118431
227,3536.786603861203
228,3537.2696824757527
229,3542.7271813457965
230,3542.7271813457965
231,3542.996891414827
232,3546.6614131297206
233,3548.227557382559
234,3550.1451604147687
235,3550.193123527937
236,3550.1931508802345
237,3554.566141067429
238,3554.574812249536
239,3554.6140768282994
240,3555.01197101817
241,3555.7316940155283
242,3555.819642707461
243,3556.3214885563702
244,3556.483771451936
245,3557.3323128610186
246,3560.689620726915
247,3560.7621483278726
248,3580.370360981591
249,3580.370360981591
250,3581.5758232130497
251,3584.5785786401593
252,3591.891868561926
253,3607.7852108541347
254,3609.30462612002
255,3613.5638954432025
256,3613.823252740621
257,3614.3166928554724
258,3615.14050110696
259,3616.393926451587
260,3616.7308329594184
261,3616.9147089174476
262,3617.1060946046355
263,3617.1061219569333
264,3617.1061219569333
265,3617.3624354940157
266,3622.2132759155525
267,3622.213293597455
268,3630.3246457618116
269,3630.9548693792626
270,3638.7418131470336
271,3638.7418131470336
272,3638.7418131470336
273,3640.0944694244376
274,3641.335307389922
275,3642.1142993371186
276,3643.895447257542
277,3643.895447257542
278,3645.8130776420494
279,3655.704867958273
280,3655.8330520791123
281,3655.833069761015
282,3656.1038695054704
283,3656.103887187373
284,3657.2050351238245
285,3658.9721967009236
286,3659.8303022467517
287,3659.8303022467517
288,3659.9584863675905
